class1,class2,class3,class4,class5,class6,class7,class8,class9,ID
0.3597341654777161,0.0054413725030313526,0.010495804828070221,0.03216921479783881,0.2639971214386759,0.31249514374776616,0.008278923808304953,0.004467792055184346,0.0029204613434122184,12
0.01345860969019898,0.13742109894319124,0.017750612780441204,0.11617308364462026,0.0393347283210044,0.025639918460741297,0.6439714636594539,0.003534162544597033,0.002716321955751809,13
0.05485325940858804,0.28676378779479705,0.011934491168476537,0.1955948552598071,0.048774163907118716,0.06972634840250218,0.3204287628827155,0.007815104216822879,0.0041092269591720505,14
0.011806392916164251,0.16479290112425934,0.006763485941908435,0.052903368257979054,0.026033084380149372,0.017351489589106248,0.7107675735394559,0.005704216577470054,0.003877487673507396,15
0.059933503596010226,0.030299801817988112,0.010933800656028041,0.7698990461939428,0.014934500896070057,0.02132470127948208,0.0787873047272383,0.0033250401995024124,0.010562300633738041,16
0.01532949340831783,0.14410293803573665,0.01017019562681588,0.040359682645336466,0.2297829011933525,0.020381191236087767,0.5311067716240881,0.005219007755826665,0.0035478184744380564,17
0.07562654310712957,0.12239006976233975,0.007155314078529025,0.14655808353810762,0.023284013271887564,0.02601161482662045,0.5861513341062604,0.009115455195809462,0.003707572113316105,18
0.015084098642431125,0.03140549717350526,0.6263439436290451,0.03202839711744426,0.016595498506405137,0.011764298941213095,0.25798697678117216,0.0050605795445478425,0.0037307096642361305,19
0.3935618858670531,0.037167989221283115,0.03305739041335678,0.2927179151118046,0.1119699675287094,0.10655796909818896,0.011929196540533002,0.004014458835806939,0.00902322738326406,20
0.005257997633901065,0.11014195043612232,0.013782393797922792,0.014268193579312891,0.007664066551170053,0.02522618864821511,0.8197606311077159,0.0023377289480219733,0.001560849297617816,21
0.1057060200841438,0.004534480861551364,0.00888712168855312,0.8558861626183709,0.006986251327387752,0.008625061638761712,0.003843150730198639,0.003156920599814914,0.002374830451217786,22
0.07171175808652405,0.3146482548650865,0.007684076224101742,0.09414187625491977,0.03825803098900511,0.03859443126148933,0.4085473309233381,0.01726921398806333,0.0091450274074722,23
0.01917730441078002,0.3967200912456211,0.007650361759583206,0.06857631577255265,0.021574704962182143,0.039342909048869085,0.43387209979058294,0.008132411870454732,0.004953801139374263,24
0.1781389893116606,0.007821179530729227,0.008709779477413231,0.7519599548824026,0.007631439542113627,0.02494269850343809,0.00809219951446803,0.005380479677171219,0.007323279560603226,25
0.04877673853362344,0.237066187282288,0.008826096972616609,0.1706511348143965,0.010151508019691335,0.050394339811528466,0.456483360621855,0.014336911326159947,0.003313722617840869,26
0.004731968485770084,0.32477389607235324,0.00801918743386002,0.012756995917761305,0.005746948160976588,0.009736446884336995,0.6287907987869443,0.0038614487643363954,0.001582309493660962,27
0.25772294845541033,0.08790008241998352,0.01598319680336064,0.2787359442528112,0.06188788762242248,0.030453893909221225,0.2344319531136094,0.017041496591700685,0.01584259683148064,28
0.02032899939013002,0.18943599431692013,0.005958389821248304,0.14185799574426014,0.029097499127075026,0.03445419896637403,0.5657479830275605,0.0072034997838950066,0.005915439822536805,29
0.008290617512814746,0.3822808853157344,0.010363096891070931,0.017338494798451558,0.0053871183838644825,0.018127494561751632,0.5524128342761496,0.0037270188818943352,0.002072439378268186,30
0.06570016912092053,0.05921297216990309,0.015864092543876506,0.06396106993829714,0.02932958621509448,0.04240588006923638,0.7045326688696457,0.01258279408608678,0.006410766986939517,31
0.015569492526643587,0.19810390491012564,0.005997357121268582,0.02151298967376496,0.00902504566797808,0.012428694034226863,0.7318066487328087,0.003826618163223282,0.0017292491699603984,32
0.5442829238003906,0.04148439419218481,0.00870529878125817,0.1478989792941429,0.05809449186677114,0.0258719963779205,0.15730497797730308,0.007398848964161144,0.008958088745867577,33
0.0293601096888362,0.23703307822091585,0.005229391725699271,0.01881120620769805,0.044424514660089835,0.019689306497471148,0.6315092083980388,0.011095203661417207,0.0028479809398337104,34
0.2737249671530039,0.0139961983204562,0.017180897938292243,0.6271669247399689,0.010722298713324151,0.019933997607920285,0.02563339692399236,0.004722779433266468,0.006918539169775298,35
0.030097687358971312,0.28469388042857025,0.016963892875164994,0.15549993469002746,0.01994399162352352,0.031140686920911494,0.4388238156939974,0.013916894154904456,0.008919216253929175,36
0.04293331030399447,0.01934940464385711,0.010310402474496593,0.87030320887277,0.019008404562017096,0.0242721058253054,0.007791411869938848,0.0041260009902402365,0.0019057504573801094,37
0.01319399736120053,0.34335393132921377,0.008473008305398341,0.015487796902440619,0.06050928789814242,0.07913768417246317,0.4694479061104188,0.0075724084855183045,0.002823979435204113,38
0.18509898149010184,0.14784298521570147,0.01717359828264017,0.4058969594103041,0.07016259298374071,0.031047396895260312,0.07113059288694071,0.058334394166560576,0.01331249866875013,39
0.007293195988742208,0.2851178431851863,0.007560675841628289,0.02019938889033612,0.02408718675204729,0.01854128980229061,0.6320296523836914,0.0029814083602254025,0.0021893587958526626,40
0.21338995305421032,0.04862438930263435,0.022311295091515082,0.21848695193287054,0.022455195059857092,0.06127768651890896,0.3982919123757793,0.009613887884944666,0.005548728779279669,41
0.2547740382161057,0.05998980899847135,0.0356215053432258,0.5134840770226116,0.02854950428242564,0.040371706055755914,0.04694080704112105,0.011735501760325262,0.00853305127995769,42
0.030208709968874287,0.07981982634054269,0.006112782017218064,0.6773692235318438,0.0067469922265074355,0.023459307741571556,0.16671305501530814,0.00559804184735381,0.003972061310780233,43
0.06568809014678648,0.21102396834640474,0.006951438957284156,0.06435949034607645,0.05379989193001621,0.07843778823433177,0.43618993457150973,0.07420618886907167,0.009343208598518707,44
0.01419470326478175,0.20192804644345067,0.00738705169902189,0.04381181007671632,0.03812220876810802,0.02759850634765646,0.6555651507799846,0.007933161824627218,0.0034593607956529826,45
0.23902695458487866,0.04062689228089047,0.01602789695469958,0.5417698970637196,0.013626197411022492,0.020317396139694733,0.11869797744738428,0.00303743942288651,0.006869348694823748,46
0.17730776949989965,0.014404981273524346,0.01338358260134262,0.5892722339460961,0.10812285944028274,0.044704941883575565,0.022494270757448014,0.02316476988579915,0.007144590712032075,47
0.4250029404995883,0.0970342864151999,0.006506779089050927,0.24844696521742485,0.13077198169192256,0.04147079419408881,0.03671439485998472,0.007882738896416554,0.006169119136323321,48
0.015520506052997363,0.2344980914542557,0.01196980466822382,0.021364008331963245,0.06268192444595054,0.032975212860333024,0.6117712385907831,0.005458022128628629,0.0037611914668646725,49
0.2637948417230949,0.007589015446590732,0.0086199548280271,0.6497226101664338,0.024538385276968833,0.022442686534388075,0.017836589298046417,0.0032878680272791826,0.00216804869917078,50
0.12760197320358566,0.13231597221364585,0.01107739767374649,0.11151897658101494,0.033804092901140496,0.09388898028331416,0.4431169069454496,0.037401692145644656,0.009274008052458309,51
0.03685341142455754,0.16677805170119606,0.0078027624188563485,0.08446902618539813,0.07139412213217786,0.24088707467499315,0.3698771146619056,0.013961904328190342,0.007976532472725067,52
0.03571958142581766,0.14105892664935815,0.0059863668870892206,0.04166627833353527,0.035596081490037616,0.031371383686880486,0.691795640266267,0.013259193105219587,0.0035465481557949595,53
0.2073427719229509,0.08028031169165714,0.021889575921466484,0.16701381628480208,0.030751166173717214,0.05086644404691156,0.4323005244694231,0.0067033326263341115,0.0028520568627374513,54
0.1079480313049291,0.004912931424750114,0.006619981919794757,0.8597712493336623,0.004140441200727948,0.006304091828186632,0.006158901786081519,0.002444370708867506,0.001700000493000143,55
0.13487696762952775,0.04802478847405076,0.010358797513888596,0.6652758403337983,0.024727094065497418,0.03230549224668186,0.06727758385337987,0.006997638320566803,0.010155797562608584,56
0.017215821347618468,0.09829202188210713,0.011443014189337596,0.0057464571256068365,0.11995114873942445,0.26322932640436475,0.477304591857694,0.004425595487738404,0.002392022966108478,57
0.2586730543213414,0.04205440883142585,0.009159231923438706,0.2332210489764203,0.14785603104976652,0.032449306814354435,0.2643980555235917,0.0054490511443007405,0.006739811415360397,58
0.036332312716309455,0.12180504263176492,0.00962971337039968,0.6922252422788349,0.029583710354298624,0.018869306604257317,0.08304702906646018,0.004944891730712107,0.003562751246962937,59
0.01626099707302053,0.16307897064578533,0.008472208475002477,0.03221989420041905,0.16619197008544542,0.02249709595052273,0.583474894974519,0.005091929083452766,0.002712039511832889,60
0.16525094711969696,0.010138796755585041,0.06590167891146276,0.5420158265549356,0.08975127127959323,0.0868194722177689,0.016725894647713714,0.007048917744346323,0.016347194768897674,61
0.3632775640669231,0.10425587489295013,0.015775181069782717,0.10266087680694784,0.12443985067217918,0.2011977585626897,0.06024862770164676,0.014847382183141382,0.013296884043739148,62
0.08386736373919645,0.285567217031085,0.023484917848537568,0.1637181244257746,0.0695617528669322,0.03973443019816696,0.3136642383848212,0.009637147324231968,0.01076480818125422,63
0.04686109015917106,0.013141397240306578,0.006285118680125077,0.90509680992967,0.007142458500083714,0.009638347975946924,0.007892998342470349,0.0022366895302951984,0.0017050896419311752,64
0.16671914004407765,0.1702261429899601,0.01618351359415142,0.3539242972964097,0.036719830844657915,0.053618345039409834,0.17893615030636628,0.009349167853300998,0.014323412031666106,65
0.056366577453369024,0.25693289722684115,0.011333295466681813,0.1162569534972186,0.03271428691428523,0.05403397838640865,0.4471348211460716,0.01325729469708212,0.011969895212041915,66
0.04673858691319567,0.19542794528017532,0.009449657354095942,0.05990428322680071,0.04596478712985961,0.02744139231641016,0.6064218302018877,0.004815698651604378,0.0038358189259707015,67
0.04498465636488334,0.1698018352922198,0.009332470947503184,0.262480745393677,0.027555073271578932,0.017714182817242668,0.4554855581790086,0.005644084525238012,0.007001393208648589,68
0.13378700267574006,0.007917840158356804,0.008588260171765205,0.7231400144628004,0.09459690189193803,0.014446200288924009,0.012522200250444008,0.002177880043557601,0.002823700056474001,69
0.006039939939600599,0.0032009799679902,0.004322899956771,0.96788099032119,0.0032296799677032,0.007051929929480698,0.004923529950764699,0.0021009299789907,0.0012491199875088,70
0.06677156861736275,0.13818593505261054,0.008124366181547896,0.12260194237708708,0.011849294430831615,0.020477190375720523,0.6025177168166731,0.024775088355708474,0.004696897792458039,71
0.5184379844468604,0.0050090498497285035,0.008637619740871409,0.04629149861125504,0.19529499414115015,0.20935899371923014,0.005969489820915305,0.007225069783247906,0.0037752998867410033,72
0.04111689753298614,0.1106359933618404,0.013140799211552043,0.07656919540584828,0.020001898799886068,0.055215296687082194,0.6698209598107424,0.009270779443753232,0.004228179746309214,73
0.054573065618968665,0.11407592813216527,0.007596385214277315,0.08512404637185078,0.03974347496161078,0.04542417138277203,0.6336246008165015,0.009993543704067468,0.009844783797786208,74
0.01216721070714542,0.1423511252689902,0.006149905411916762,0.007498946599073006,0.05522324859645876,0.01126100990968872,0.7596926685295482,0.003800203344178943,0.0018556816329998367,75
0.1903630818561252,0.11000704730303032,0.01693220728084913,0.4787332058552785,0.03802071634890802,0.03242571394305699,0.1196450514473721,0.006676782871016635,0.00719619309436303,76
0.010527301158003127,0.2755180303069833,0.011222201234442135,0.015424201696662188,0.026799302947923327,0.01905180209569823,0.6328220696104276,0.005949970654496772,0.0026851202953632326,77
0.06860812264068049,0.1220290402695833,0.014386004747381569,0.07056202328546769,0.08938962949857775,0.019010806273566074,0.6061352000246161,0.006036291991976358,0.0038428812681508186,78
0.1052819768379651,0.06176758641113099,0.012330397287312595,0.3246609285745957,0.03544319220249772,0.050414588908790435,0.3900719141841789,0.008560818116620015,0.011468597476908557,79
0.06464440969666146,0.008760701314105196,0.016671802500770376,0.8528431279264692,0.011724801758720264,0.029846704477005676,0.008355351253302688,0.0036225105433765814,0.0035305905295885797,80
0.033327711997976316,0.07501902700684973,0.01892420681271445,0.5340921922731892,0.011945504300381549,0.0169811061131982,0.2998101079316389,0.003561201282032461,0.0063389422820192215,81
0.10475694447881943,0.01099599417212309,0.02217938824492423,0.7696275920973763,0.0366587805708463,0.04506757611418467,0.005499557085234745,0.003055408380633559,0.0021587588558578067,82
0.3791761516704607,0.13021805208722084,0.018202907281162917,0.22647609059043625,0.05410852164340865,0.05045612018244807,0.11813604725441892,0.012330004932001974,0.010896104358441744,83
0.028698413775238612,0.11325005436002608,0.008312553990025914,0.056092126924220914,0.028085913481238463,0.02531511215125383,0.7158603436129649,0.019644209429220526,0.004741272275810692,84
0.052497184775816406,0.3612668952326003,0.00896548740000865,0.06048708245874607,0.018440494652256542,0.0441598871936327,0.430269875221736,0.01776709484754249,0.006145998217660515,85
0.13409993160903488,0.025275787109348576,0.013859692931556606,0.7490126180035649,0.014584192562061794,0.04028437945496648,0.00983662498332126,0.004419957745821549,0.008626815600324043,86
0.123946054536264,0.20612509069503995,0.009159714030274171,0.11129904897158156,0.06642712922793688,0.047890221071697284,0.3877281706003951,0.04120071812831598,0.006223852738495206,87
0.019091895799782918,0.1550199658956075,0.01363649699997066,0.009928037815831679,0.013681396990092664,0.033262492682251614,0.7451078360762761,0.007355338381825556,0.002916539358361341,88
0.012472803118200778,0.03436280859070215,0.004085471021367755,0.02481170620292655,0.02156900539225135,0.009651182412795604,0.022300105575026395,0.0990977247744312,0.7716491929122983,89
0.047558313316327726,0.0050961114269112,0.0051134014317524,0.9040172531248308,0.005552491554697636,0.02142760599972968,0.006112711711559279,0.0031468508811182466,0.0019752605530729546,90
0.07199677840096648,0.23650592904822124,0.009758997072300877,0.12595496221351132,0.028798591360422583,0.01631029510691146,0.466524860042542,0.03311329006601297,0.011036296689110991,91
0.01344970739733907,0.17881409834775408,0.011598206379013506,0.057654131709772426,0.04390842414963328,0.03154501734975953,0.6530733591903475,0.005354172944795119,0.004602882531585392,92
0.0021877396215210453,0.13964397584159216,0.00534828907474599,0.002263719608376508,0.003127409458958164,0.006453298883579293,0.8378908550448821,0.002133399630921864,0.0009513128354228793,93
0.17084589920091947,0.021391687378904446,0.0611703639094853,0.5674226652206276,0.011508193210166006,0.05020067038160448,0.10664893707712712,0.003835627736979635,0.006975955884186028,94
0.3177349682265032,0.042974795702520434,0.018276098172390183,0.2404079759592025,0.18860298113970192,0.11020598897940112,0.054771094522890564,0.015245698475430154,0.01178039882196012,95
0.028321786971977993,0.1115779486741436,0.0073395566238039535,0.018380191545111887,0.025870488099575473,0.04674667849652789,0.5391357519975539,0.03625668332192567,0.18637091426937946,96
0.1475060368765092,0.1822630455657614,0.010268902567225641,0.10357802589450647,0.024701106175276544,0.057807114451778614,0.4506671126667781,0.017306004326501083,0.0059026514756628685,97
0.16219488808552726,0.006105615787125108,0.0066055254421874465,0.7704434683940071,0.012330391492029871,0.023565183740023227,0.011355392164779408,0.00214159852229702,0.005257936372023904,98
0.34655709357041525,0.03665750989752768,0.029164007874282125,0.4733311277994045,0.02706480730749797,0.027214007347781986,0.04828171303606252,0.006485691751136773,0.005244041415891182,99
0.1751899089012474,0.051119673417769816,0.015676091848432237,0.2738268576100341,0.05818786974230774,0.39092079672118574,0.013211493130023571,0.008040715818827773,0.01382659281017174,100
0.0603941060394106,0.13552301355230134,0.011654401165440116,0.4689700468970047,0.02800420280042028,0.04758710475871048,0.20576602057660204,0.02355140235514024,0.018549701854970183,101
0.013422400671120032,0.1822660091133005,0.00839694041984702,0.014604700730235037,0.011553600577680028,0.07353590367679518,0.6868660343433016,0.005105510255275511,0.00424890021244501,102
0.037468104870853634,0.12162201581086204,0.007739231006100029,0.01952720253853633,0.07843631019672033,0.02079710270362335,0.7081660920615919,0.003928510510706366,0.002315430301005939,103
0.2483449726820531,0.04435719512070855,0.0161259982261402,0.5686759374456469,0.013965298463817171,0.037788095843309465,0.05355379410908266,0.009334328973223815,0.007854379136018295,104
0.02618791021328498,0.3602351404917048,0.01342300523497204,0.02027460790709708,0.02293080894301549,0.06889122686757848,0.4808071875148031,0.004744441850332321,0.0025056709772116807,105
0.18351290824354588,0.21838189080905454,0.01151889424055288,0.2528898735550632,0.02413238793380603,0.053709173145413416,0.20981589509205245,0.030251984874007563,0.015786992106503944,106
0.2814019324635362,0.00920540779070213,0.011911797141168684,0.5281778732373104,0.05799488608122734,0.05499608680093916,0.009146187804914926,0.007911338101278855,0.03925449057892225,107
0.027068793774177438,0.08632778014461058,0.025503194134265352,0.14039496770915744,0.04932738865470061,0.03274709246816874,0.6292768552663233,0.005785438669349107,0.003568489179247489,108
0.11308891857597865,0.1043279248838941,0.0476295657067127,0.4962916426700174,0.040002871197932735,0.03686027346060311,0.1315139053099882,0.023685482946452285,0.006599415248421022,109
0.2681541608924965,0.015296109177665506,0.015675109405065644,0.4754052852431712,0.08068014840808906,0.014232708539625124,0.12488307492984495,0.003181731909039145,0.0024916714950028967,110
0.004514395350172789,0.2519847404557173,0.004054405823962001,0.00514696469862636,0.00524070460207426,0.08969950760950716,0.6344963464687632,0.0027760271406920447,0.002086907850484914,111
0.13704314526573394,0.23696425118210626,0.010498411128315795,0.38175740466284896,0.0663912703747466,0.023900325334344854,0.13000213780226608,0.004860615152252061,0.008582439097385444,112
0.0037024695297863688,0.018638597632898102,0.0074044590596336985,0.005137139347583302,0.0035657895471447273,0.006218759210217579,0.9532068789427264,0.0011721598511356991,0.0009537468788741463,113
0.04844655155344845,0.22872377127622875,0.011421388578611422,0.19802380197619804,0.044196955803044204,0.03502896497103503,0.4174825825174175,0.01086068913931086,0.005815294184705815,114
0.3211287816324285,0.012579591445877818,0.01914008698474085,0.5434846304304514,0.05695976126736235,0.024825483118671485,0.007763904720544791,0.006683215455413491,0.007434544944509439,115
0.14786713308041974,0.07524136771723093,0.015782214203992784,0.38194934375440937,0.04957864462078016,0.12138610924749832,0.036945633251069934,0.012095410885869795,0.1591541432387289,116
0.30967707122572635,0.014800303404069782,0.014010703222461741,0.5402581242593686,0.055076212667528913,0.02290050526711621,0.012579802893354666,0.00965047221960861,0.021046804840765116,117
0.3338918664432534,0.018767692492923,0.012676394929442027,0.09017856392857444,0.5040227983908806,0.02385959045616382,0.009254006298397479,0.004418588232564707,0.002930498827800469,118
0.0020563309788135453,0.9396014472502888,0.0023293311087616074,0.0015856407547649991,0.0013409106382734634,0.002256471074080231,0.04873062319577663,0.0012450405926393222,0.0008542044066012975,119
0.12839207831916774,0.07519984587190598,0.031840719422838844,0.6481053953442911,0.043478826522084166,0.051030431128562974,0.009968796080965608,0.004256862596686182,0.007727044713497273,120
0.17280491705363982,0.003675878235578447,0.0063345069594366605,0.025296187857829833,0.7488766405392125,0.035862782785864265,0.0032647284329303523,0.001998889040533261,0.0018854690949748343,121
0.0952692523653738,0.07232126383936809,0.010784894607552695,0.29620685189657403,0.047216476391761804,0.046466776766611616,0.4146287926856037,0.0055791972104013935,0.01152649423675288,122
0.04813051395784905,0.2971290861674349,0.011976303473128008,0.025007007252032105,0.02336930677709896,0.0262360076084422,0.559233162177617,0.0049703814414106175,0.003948231144987032,123
0.2101030399195776,0.03213620610587916,0.02229870423675381,0.6540681242729436,0.01681260319439461,0.026300204997038952,0.028177605353745017,0.005428281031373396,0.004675230888293869,124
0.22511008554183254,0.01231500467970178,0.04491511706774449,0.2746321043601997,0.06924892631459201,0.3466821317392101,0.008843683360599678,0.006059742302702076,0.012193204633417762,125
0.07580920000000001,0.2972040000000001,0.0126062,0.207726,0.027232300000000004,0.010300500000000002,0.35874300000000003,0.00656399,0.003814810000000001,126
0.3026249122387754,0.20531394045895726,0.01737769496046846,0.08382867568968405,0.10417696978867877,0.06116368226253215,0.1917219444006361,0.027019192164434276,0.006772988035833469,127
0.12304192248358882,0.03801367605138408,0.008941334366959349,0.5979976232614973,0.025143784159415976,0.037144876598727734,0.1595448994867133,0.005380846610066635,0.004791036981646701,128
0.610404061040406,0.08635260863526087,0.015779301577930158,0.11603801160380114,0.05778930577893057,0.03364180336418034,0.06515650651565065,0.010572501057250105,0.004265900426590043,129
0.019000504370116002,0.1954850449615604,0.0076392517570279045,0.06763801555674359,0.038567808870596035,0.02926480673090555,0.6283851445285833,0.010904402508012577,0.003115020716454765,130
0.09302496837151074,0.2788069052056522,0.013193295514279522,0.27431590673259165,0.01655759437041791,0.09944826618758948,0.19984393205306306,0.016847694271783946,0.00796143729311132,131
0.049078641716845464,0.2210491878918097,0.00798688678885377,0.10112908595972306,0.01857551578918842,0.03897523312894816,0.5193994414895253,0.03673123122154653,0.0070747760135596105,132
0.14838610238641065,0.006325514364604911,0.006931474782717601,0.7803925384708515,0.007094094894925478,0.03908762697046261,0.007810915389531619,0.002167191495362132,0.0018045412451334593,133
0.07728813507796653,0.050436457633375585,0.00841980292736554,0.6912224193731678,0.02744127694932736,0.02760337681316348,0.10383691277699326,0.007603953612678966,0.0061476648359615384,134
0.3239312591450073,0.032382925906340725,0.008458506766805414,0.27355021884017505,0.02704812163849731,0.03477052781642225,0.039409331527465216,0.02077791662233329,0.23967119173695334,135
0.03247509610298847,0.1593539808775223,0.007785449065746112,0.008707378955114527,0.04731989432161268,0.02467569703891636,0.7092989148841302,0.00755065909392091,0.002832929660048441,136
0.8656232077495698,0.004746731139215473,0.004258651022076245,0.08698532087647701,0.02277130546511331,0.009180772203385328,0.00312893075094338,0.0015375403690096885,0.0017675404242097016,137
0.34991399650086,0.045456399545436,0.007821429921785701,0.4691199953088,0.047739499522604985,0.013550899864490998,0.058827599411724,0.0046471299535287,0.0029230499707695,138
0.08415255455762052,0.044502875968446966,0.0077219758301330516,0.4744897437755384,0.08408485459417851,0.015108891841198404,0.27926384919752145,0.007203996109842101,0.003471258125520612,139
0.24854615906954175,0.08386495367357034,0.02085531334740054,0.5166363306472516,0.017685511318727243,0.033446321405645685,0.0647394414332425,0.005566713562696679,0.008659255541923545,140
0.07155121287921831,0.3061200551016099,0.014252602565468463,0.01611170290010652,0.04165810749845935,0.02509300451674081,0.5168320930297766,0.005598211007677981,0.00278301050094189,141
0.0027647106358834467,0.8611531980652355,0.004466191027223936,0.002521000579830133,0.003916220900730807,0.009712752233933012,0.11228302582509593,0.0020350504680616078,0.0011478502640055606,142
0.3161338640624385,0.015973493131397953,0.01455639374075069,0.5253057741185172,0.024155589613096464,0.024556889440537542,0.06799237076328056,0.003347908560399319,0.007977716569581876,143
0.5684550625300568,0.029705803267638355,0.012995501429505157,0.2800820308090233,0.026473602912096317,0.028957703185347343,0.047312805204408566,0.0031073303418063373,0.0029101603201176357,144
0.06338369556314133,0.20929198534956106,0.012368399134212059,0.11458399197912054,0.07712389460132738,0.05505409614621327,0.4506289684559722,0.013385499063015066,0.004179469707437121,145
0.2488970248897025,0.04508240450824045,0.01623040162304016,0.06167980616798061,0.10770201077020107,0.4805360480536048,0.017602401760240177,0.010349301034930104,0.01192060119206012,146
0.4772737422721791,0.01861768994644743,0.01155779375879137,0.29476684082590593,0.11537293769861365,0.061483166799089925,0.012456893273277632,0.005198517192800715,0.003272418232894154,147
0.2814762561433931,0.1588981445973116,0.008713797929556117,0.2313412105205016,0.061387055862220825,0.05005894555364046,0.1650761502192967,0.011456510425424487,0.031591928748655164,148
0.008252209504867429,0.5825039650497621,0.014021499158710048,0.007217249566965026,0.04723939716563617,0.030397598176144108,0.30374698177518106,0.0038228697706278133,0.00279822983210621,149
0.15051203010240602,0.11955602391120478,0.019113703822740767,0.15704603140920628,0.03610400722080144,0.04911630982326197,0.43665208733041744,0.018002503600500718,0.013897302779460555,150
0.024915010962604827,0.1920210844892772,0.0076907333839226905,0.012361605439106395,0.02663501171940516,0.03502951541298678,0.6911073040872139,0.007613703350029475,0.002626031155453709,151
0.02522921009168404,0.21541708616683447,0.005265002106000842,0.012357204942881976,0.015226406090562437,0.040264316105726436,0.6748422699369079,0.006365062546025018,0.0050334420133768066,152
0.13880491949314674,0.0585294660529097,0.018157389468714112,0.4744257248330797,0.05196356986112949,0.05132027023424327,0.18735089133648306,0.006413676280067758,0.013034092440226387,153
0.4077318939897076,0.14748096165494998,0.011043397128716749,0.13236996558380895,0.07185988131643087,0.048469087398037285,0.16767395640477134,0.007585918027661312,0.0057849384959159905,154
0.605499157429781,0.025445406615805726,0.0088624323042324,0.2249260584807752,0.04424821150453501,0.04096731065150077,0.02862990744377594,0.01258700327262085,0.008834512296973199,155
0.016778091275392537,0.19341989942165236,0.011974393773315238,0.05171107311024199,0.023768687640282428,0.022483088308794082,0.6702266514821413,0.005425567178705067,0.004212547809475139,156
0.009589342301442151,0.1935360464486512,0.011026202646288634,0.0313045075130818,0.01322070317296876,0.029353907044937688,0.7056401693536407,0.004306301033512248,0.0020228204854769163,157
0.028311581880587588,0.16056089724102576,0.006866985605129211,0.019737787367816083,0.0069806355323932595,0.019150887743431842,0.7488455207388667,0.004443467156181019,0.00510223673456849,158
0.9053223530757176,0.004328961688295058,0.0049134519162462465,0.04201771638690939,0.009236903602392404,0.02836901106391431,0.0028888711266597394,0.001539490600401334,0.0013832405394638106,159
0.01467000733500367,0.5453962726981363,0.014130407065203531,0.0077133938566969285,0.012136906068453034,0.04021122010561005,0.34500917250458624,0.013715006857503428,0.0070176135088067535,160
0.045718006400520886,0.011521701613038223,0.008553091197432765,0.8673611214305569,0.012907001806980251,0.009838771377427993,0.03565160499122469,0.006451120903156925,0.0019975802796612387,161
0.09371035435200553,0.38701422446825023,0.013453107802802526,0.07530034367419933,0.02484991441295036,0.12587607300812234,0.2250941305545957,0.048082527887866176,0.0066193238392078255,162
0.03378719831064009,0.12365999381700032,0.005724509713774515,0.03197629840118508,0.011030899448455029,0.01150629942468503,0.7688339615583021,0.009150739542463022,0.0043300997834950115,163
0.06622050529764043,0.017700201416016113,0.005077400406192032,0.8169240653539253,0.024179401934352158,0.020825601666048136,0.04455670356453629,0.002675250214020017,0.0018408701472696122,164
0.02422707795335906,0.24535277672897315,0.012235088866069131,0.03149127134294308,0.059170246155076,0.13205487983005934,0.4761425667102643,0.01089159008865302,0.008434502324602884,165
0.2452509803799216,0.1245049900396008,0.01860819851134412,0.24096098072312155,0.18985998481120125,0.05449279564057635,0.10686699145064067,0.008418379326529654,0.01103669911706407,166
